id,eng,afr,nso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info
up_glossary_campuses_and_buildings_11,Natural Sciences,Natuurwetenska ppe,,Groenkloof,"Science, Mathematics and Technology EducationSouth African College for Teacher Education (SACTE) TuksSport High School",Groenkloof,"Wetenskap-, Wiskunde- en TegnologieonderwysSuid-Afrikaanse Kollege vir Onderwysersopleiding (SACTE) TuksSport High School",,"Saense, Mmetse le Thuto ya
TheknolotiKholetshe ya Thuto ya Barutsi ya
Afrika Borwa (SACTE)
TuksSport High School"
up_glossary_campuses_and_buildings_12,Normal Hall and Auditorium,Normaalsaal en Ouditorium,,Groenkloof,"School for Teacher Education Art, Languages, Human Movement Study Education Central Laboratory Complex Facilities Management Jacaranda Children's Choir Stepp",Groenkloof,"Skool vir Onderwysersopleiding Kunste-, Tale-, Menslikebeweging- studieonderwys Sentrale Rekenaarlaboratorium- kompleks Fasiliteitebestuur Jakaranda Kinderkoor Stepp",,"Sekolo sa Thuto ya Barutii,
Bokgabo, Dipolelo/Maleme, Thuto
ya Dithuto tsa Mosepelo wa
Motho
Meago ya Laporotori ya Gare
Dinolofati tsa Taolo
Khwaere ya Bana ya Jacaranda
Stepp"
up_glossary_campuses_and_buildings_13,Old SACTE,Ou SACTE,,Groenkloof,South African College for Teacher Education (SACTE),Groenkloof,Suid-Afrikaanse Kollege vir Onderwysersopleiding (SACTE),,"Kholetshe ya Thuto ya Barutsi ya
Afrika Borwa
(SACTE)"
up_glossary_campuses_and_buildings_14,Principal's House,Rektorswoning,,Groenkloof,Facilities Management,Groenkloof,Fasiliteitebestuun,,Dinolofati tsa Taolo
up_glossary_campuses_and_buildings_15,Registrar's House,Registrateurswo ning,,Groenkloof,Experimental Farm Manager,Groenkloof,Proefplaasbestuurder,,Molaodi wa Polase ya Diteko
up_glossary_campuses_and_buildings_16,Sport Centre,Sportsentrum,,Groenkloof,"Art, Languages, Human Movement Study Education Facilities Management Reserved Spaces Student Affairs TuksSport High School",Groenkloof,"Kunste-, Tale-, Menslikebeweging- studieonderwys Fasiliteitebestuur Reserweruimtes Studentesake TuksSport High School",,"Bokgabo, Dipolelo, Thuto ya
Dithuto tsa Mosepelo wa Motho
Taolo ya Dinolofati
Dikgoba tseo di Lotilwego
Merero ya Baithuti
TuksSport High School"
up_glossary_campuses_and_buildings_17,Student Centre,Studentesentrum,,Groenkloof,Desmondi Education Education General Facilities Management Reserved Spaces,Groenkloof,Desmondi Opvoedkunde Opvoedkunde Algemeen Fasiliteitebestuur Reserweruimtes,,"Desmondi
Thuto
Thuto ya Kakareto
Taolo ya Dinolofati
Dikgoba tseo di Lotilwego"
up_glossary_campuses_and_buildings_18,Technical Services,Tegniese Dienste,,Groenkloof,Facilities Management Reserved spaces,Groenkloof,Fasiliteitebestuur Reserweruimtes,,"Taolo ya Dinolofati
Dikgoba tseo di Lotilwego"
up_glossary_campuses_and_buildings_19,Tegnika,Tegnika,,Groenkloof,"Science, Mathematics and Technology Education Reserved Space AcademicSchool for Teacher Education TuksSport High School",Groenkloof,"Wetenskap-, Wiskunde- en Tegnologieonderwys Reserweruimte AkademiesSkool vir Onderwysopleiding TuksSport High School",,"Saense, Mmetse le Thuto ya
Theknoloti
Dikgoba tseo di Lotilwego
ThutoSekolo sa Thuto ya Barutisi
TuksSport High School"
up_glossary_campuses_and_buildings_20,Administration,Administrasie,,Hatfield,Generally known as 'The Ship' Academic Administration Bureau for Institutional Research and Planning Executive Management Finance Human Resources Information Technology Services Legal Services Postal Services Procurement Rectorate Security Services Student Accounts Systems Renewal University Relations UP Staff Association,Hatfield,Algemeen bekend as 'Die Skip' Akademiese Administrasie Buro vir Institusionele Navorsing en Beplanning Hoofbestuur Finansies Menslike Hulpbronne Inligtingtegnologiedienste Regsdienste Posdienste Verkryging Rektoraat Veiligheidsdienste Studenterekeninge Sisteemvernuwing Universiteitsbetrekkinge UP-personeelvereniging,,"Ka kakareto e tsebega bjalo
ka 'Sekepe'
Taolo ya Thuto
Biro ya Dinyakisiso/Diphatisiso
le Peakanyo tsa Institusene
Taolophethisi
Matlotlo/Ditshelete
Methopo ya Batho
Ditirelo tsa Theknoloti ya
Tshedimoso
Ditirelo tsa Molao
Ditirelo tsa Poso
Kgokaganyo ya go hwetsa le
go reka diphahlo le ditirelo
Ofisi/Kantoro ya Morektoro
Ditirelo tsa Tshireletso
Diakhaonte/Ditshupatlotlo tsa
Baithuti
Mpshafato ya Dipeakanyo
Dikamano tsa Yunibesithi
Lekgotia/Mokgatlo la/wa
Badirisani ba UP"
up_glossary_campuses_and_buildings_21,AE du Toit Auditorium,AE du Toit-ouditorium,,Hatfield,,Hatfield,,,
up_glossary_campuses_and_buildings_22,Agricultural Annexe,Landbou-anneks,,Hatfield,"Agricultural Economics, Extension and Rural Development",Hatfield,"Landbou-ekonomie, Voorligting en Landelike Ontwikkeling",,"Diekonomi tsa Temo, Katoloo
le Tweletsopele/Kaonafatso/
Tlhabollo ya Dinagamagae"
up_glossary_campuses_and_buildings_23,Agricultural Sciences,Landbouwetenskappe,,Hatfield,Agricultural and Food Engineering Animal and Wildlife Sciences Dean: Natural and Agricultural Sciences Biochemistry Genetics Microbiology and Plant Pathology Natural and Agricultural Sciences Plant Production and Soil Science,Hatfield,Landbou- en Voedselingenieurswese Vee- en Wildlewekunde Dekaan: Natuur- en Landbouwetenskappe Biochemie Genetika Mikrobiologie en Plantpatologie Natuur- en Landbouwetenskappe Plantproduksie en Grondkunde,,"Boentsenere bja Temo le Dijo
Disaense tsa Diphoofolo le
Bophelo bja Lesoka Hlogo ya Lefapha: Disaense
tsa Tlhago le Temo
Payokhemistri
Leabela
Maekropayolotsi le Phatholoti
ya Dimela
Disaense tsa Tlhago le Temo
Tsweletso ya Dimela le
Saense ya Mabu"
up_glossary_campuses_and_buildings_24,Aula,Aula,,"and
Rautenbach
Hall / Hatfield",Property Management: Theatres and Halls,"en
Rautenbachsaal / Hatfield",Eiendomsbestuur: Teaters en Sale,,"Taolo ya Thoto: Ditheetha le
Diholo"
up_glossary_campuses_and_buildings_25,Aula Lower foyer,Aula Onderste foyer,,Hatfield,,Hatfield,,,
up_glossary_campuses_and_buildings_26,Bateman,Bateman,,Hatfield,Laboratories,Hatfield,Laboratoriums,,Dilaporotori
up_glossary_campuses_and_buildings_27,Botany,Plantkunde,,Hatfield,Laboratories,Hatfield,Laboratoriums,,Dilaporotori
up_glossary_campuses_and_buildings_28,Botany Greenhouse,Plantkunde-kweekhuis,,Hatfield,Plant Science,Hatfield,Plantkunde,,Saense ya Dimela
up_glossary_campuses_and_buildings_29,Building Science,Boukunde,,Hatfield,Architecture,Hatfield,Argitektuur,,Thutaboagi
up_glossary_campuses_and_buildings_30,Castiletto,Castiletto,,Hatfield,Student Affairs,Hatfield,Studentesake,,Merero ya Baithuti
up_glossary_campuses_and_buildings_31,Centenary,Eeufees,,Hatfield,Lecture Hall Complex,Hatfield,Lesingsaalkompleks,,Meago ya Diphaposiborutelo
up_glossary_campuses_and_buildings_32,Chancellor's,Kanseliers,,Hatfield,Lecture Halls,Hatfield,Lesingsale,,Diphaposiborutelo
up_glossary_campuses_and_buildings_33,Change rooms and store,Verkleegeriewe en stoor,,Hatfield,Security Services,Hatfield,Veiligheidsdienste,,Ditirelo tsa Tshireletso
up_glossary_campuses_and_buildings_34,Chapel at Tukkiewerf,Kapel by Tukkiewerf,,Hatfield,Student Development,Hatfield,Studenteontwikkeling,,"T*weletsopele/Kaonafatso/Tlh
abollo ya Baithuti"
up_glossary_campuses_and_buildings_35,Chemistry,Chemie,,Hatfield,Chemistry,Hatfield,Chemie,,Khemistri
up_glossary_campuses_and_buildings_36,Client Service Centre,Klientedienssentrum,,"CSC / Note that name
of building
remains
unchanged until
further notice / Hatfield",Also known as the 'Fish Bowl' Department of Enrolment and Student Administration (DESA),"KDS / Let wel:
gebounaam bly
onveranderd tot
verdere kennisgewing / Hatfield",Ook bekend as die 'Vistenk' Departement Toelating en Studenteadministrasie (DTSA),,"E tsebega gape bjalo ka
'Sebjana sa Hlapi' Kgoro ya
Ngwadiso le Taolo ya Baithuti,"
up_glossary_campuses_and_buildings_37,Club Hall,Klubsaal,,Hatfield,Club Hall Restaurant (Burgundy's) Music,Hatfield,Klubsaalrestaurant (Burgundy's) Musiek,,"Restorante ya Holo ya
Sehlopha (Burgandy's)
Mmino"
up_glossary_campuses_and_buildings_38,Communication Pathology,Kommunikasie- patologie,,Hatfield,Centre for Augmentative and Alternative Communication Cochlear Implant Unit Communication Pathology Hugo Louw Marchetti Mercer Incorporated,Hatfield,Sentrum vir Aanvullende en Alternatiewe Kommunikasie Kogleêre Inplantingseenheid Kommunikasiepatologie Hugo Louw Marchetti Mercer Geinkorporeer,,"Senthara ya Kgokagano ya
Katoloso le
Tlhatlolano/Tshielano
Lekala la Pallolo ya
Kgopanatsebe
Phatholoti ya Dikgokagano
Kopanyo ya Hugo Louw
Marchetti Mercer"
up_glossary_campuses_and_buildings_39,Conference Centre,Konferensiesentrum,,"Sanlam
Auditorium, SSR
Auditorium / Hatfield",,"Sanlam-ouditorium,
SSR-ouditorium / Hatfield",,,
up_glossary_campuses_and_buildings_40,Corn Council Greenhouse,Koringraad-glashuis,,Hatfield,Plant Production and Soil Science,Hatfield,Plantproduksie en Grondkunde,,"Tsweletso ya Dimela le
Saense ya Mabu"
up_glossary_campuses_and_buildings_41,Cum Laude Informal Student Housing,Cum Laude Informele Studentebehuising,,Hatfield,Student Housing,Hatfield,Studentebehuising,,Madulo a Baithuti
up_glossary_campuses_and_buildings_42,Dan's Place,Dan's Place,,Hatfield,Student Affairs,Hatfield,Studentesake,,Merero ya Baithuti
up_glossary_campuses_and_buildings_43,Drama,Drama,,Hatfield,Drama,Hatfield,Drama,,Terama/Tiragatso
up_glossary_campuses_and_buildings_44,Duxbury Road Buildings,Duxburyweggeboue,,Hatfield,Rental Houses (Facilities and Services),Hatfield,Huurhuise (Fasiliteite en Dienste),,"Dintlo tsa go Rentiwa
(Dinolofati le Ditirelo)"
up_glossary_campuses_and_buildings_45,Economic and Management Sciences,Ekonomiese en Bestuurswetenskappe,,Hatfield,Accountancy Auditing Business Management Economics Economic and Management Sciences,Hatfield,Rekeningkunde Ouditkunde Ondernemingsbestuur Ekonomie Ekonomiese en Bestuurswetenskappe,,"Thutatshupatlotlo
Go hlakisa
Taolo ya Kgwebo
Diekonomi
Disaense tsa Ekonomi le Taolo"
up_glossary_campuses_and_buildings_46,Engineering 1,Ingenieurswese 1,,Hatfield,"Chemical Engineering Civil Engineering Dean: Faculty of Engineering, Built Environment and Information Technology Electric, Electronic and Computer Engineering Institute for Technological Innovation Mechanical and Aeronautical Engineering",Hatfield,"Chemiese Ingenieurswese Siviele Ingenieurswese Dekaan: Fakulteit Ingenieurswese, Bou-omgewing en Inligtingtegnologie Elektriese, Elektroniese en Rekenaaringenieurswese Instituut vir Tegnologiese Innovasie Meganiese en Lugvaartkundige Ingenieurswese",,"Boentsenere bja Dikhemikhale
Boentsenere bja Segae
Hlogo ya Lefapha: Lefapha la
Boentsenere, Tikologo ya
Kago le Theknoloti ya
Tshedimoso
Mohlagase, Elektroniki le
Boentsenere bja Khomphutha
Insitute ya Boithomelo/
Kaonafatso/Mpshafatso/
Tsweletsopele ya Theknoloti
Boentsenere bja Semotshene
le Aeronathikale"
up_glossary_campuses_and_buildings_47,Engineering 2,Ingenieurswese 2,,Hatfield,Chemical Engineering laboratories Graduate School of Technology Management Engineering and Technology Management Industrial and Systems Engineering,Hatfield,Chemiese Ingenieurswese- laboratoriums Nagraadse Skool vin Tegnologiebestuur Ingenieurs- en Tegnologiebestuur Bedryfs- en Sisteemingenieurswese,,"Dilaporotori tsa Boentsenere
bja Dikhemikhale
Sekolo sa Dialoga sa Taolo ya
Theknoloti
Taolo ya Boentsenere le
Theknoloti
Boentsenere bja Intasteri le
Dipeakanyo"
up_glossary_campuses_and_buildings_48,Engineering 3,Ingenieurswese 3,,Hatfield,"Electric, Electronic and Computer Engineering, Mechanical and Aeronautical Engineering",Hatfield,"Elektriese, Elektroniese en Rekenaaringenieurswese Meganiese en Lugvaartkundige Ingenieurswese",,"Mohlagase, Elektroniki le
Boentsenere bja Khomphutha Boentsenere bja Semotshene
le Aeronathikale"
up_glossary_campuses_and_buildings_49,Engineering 3 Parkade,Ingenieurswese 3- parkade,,Hatfield,Parkade,Hatfield,Parkade,,Bophako
up_glossary_campuses_and_buildings_50,FABI 1,FABI 1,,Hatfield,Plant Biotechnology,Hatfield,Plantbiotegnologie,,Payotheknoloti ya Dimela
up_glossary_campuses_and_buildings_51,FABI 2,FABI 2,,Hatfield,Plant Biotechnology,Hatfield,Plantbiotegnologie,,Payotheknolotsi ya Dimela
up_glossary_campuses_and_buildings_52,FABI Square,FABI-vierkant,,FABI 2 / Hatfield,FABI Plant Biotechnology,FABI 2 / Hatfield,FABI Plantbiotegnologie,,"Payotheknolotsi ya Dimela ya
FABI"
up_glossary_campuses_and_buildings_53,Geography,Geografie,,Hatfield,"Centre for Environmental Studies (CFES) Geography, Geo- informatics and Meteorology Unit for Geoinformatics and Mapping",Hatfield,"Sentrum vir Omgewingstudies (SOS) Geografie, Geo-informatika en Meteorologie Eenheid vir Geoinformatika en Kartering",,"Senthara ya Dithuto tsa
Tikologo
Thutafase, Tshedimoo ya
thutafase le Meteorolotsi
Lekala la Tshedimoo ya
thutafase le Peakanyo"
up_glossary_campuses_and_buildings_54,Graduate Centre,Nagraadse Sentrum,,Hatfield,BE at UP; CE at UP; Bureau for Microfinance; Enterprises at the University of Pretoria Trust (E at UP); TuksMobi,Hatfield,BE at UP; CE at UP; Buro vir Mikrofinansies; Enterprises at the University of Pretoria Trust (E at UP); TuksMobi,,"BE at UP, CE at UP, Biro ya
Ditshelete tse dinyenyane;
Dikgwebo mo Traseteng ya
Yunibesithi ya
Pretoria (E at UP). TuksMobi"
up_glossary_campuses_and_buildings_55,Heavy Machinery Laboratory A,Swaarmasjien- laboratorium A,,Hatfield,"Electrical, Electronic and Computer Engineering Mechanical and Aeronautical Engineering",Hatfield,"Elektriese, Elektroniese en Rekenaaringenieurswese Meganiese en Lugvaartkundige Ingenieurswese",,"Boentsenere bja Khomphutha,
Mohlagase le Elektroniki le
Boentsenere bja Semotshene
le Aeronathikale"
up_glossary_campuses_and_buildings_56,Heavy Machinery Laboratory B,Swaarmasjien- laboratorium B,,Hatfield,Civil and Biosystems Engineering Mechanical and Aeronautical Engineering Mining Engineering,Hatfield,Siviele en Biosisteemingenieurswese Meganiese en Lugvaartkundige Ingenieurswese Mynbou-ingenieurswese,,"Boentsenere bja Segae le
Dipeakanyo tsa
Payolotsi/Thutaphedi/Mekgwa
ya Payolotsi/Thutaphedi le
Boentsenere bja Semotshene
le Aeronathikale Boentsenere bja Meepo"
up_glossary_campuses_and_buildings_57,Huis en Haard,Huis en Haard,,Hatfield,Adler Restaurant Centre for the Study of Aids Huis en Haard Cafeteria Huis en Haard Restaurant UP Employers' Organisation,Hatfield,Adler-restaurant Sentrum vin die Studie van Vigs Huis en Haard-kafeteria Huis en Haard-restaurant UP-werknemersorganisasie (UPWO),,"Restorante ya Adler
Senthara ya Dithuto tsa Aids
Khaftheria ya Huis en Haard
Restorante ya Huis en Haard
Mokgatlo wa
Bathwadi/Bengmosomo ba UP"
up_glossary_campuses_and_buildings_58,Humanities,Geesteswetenskappe,,Hatfield,Client Service Centre Humanities Afrikaans African Languages Information Science English Social Work and Criminology Modern European Languages Ancient Languages Psychology Sociology Philosophy Political Sciences Historical and Heritage  Studies Anthropology and Archaeology Humanities: Administration Business Management Unit for Academic Literacy Centre for Academic Development Programmes Centre for Business and Professional Ethics UP Archive Gender Resource Centre Reserve Spaces Centre for Indigenous Knowledge,Hatfield,Klientedienssentrum Geesteswetenskappe Afrikaans Afrikatale Inligtingkunde Engels Maatskaplike Werk en Kriminologie Moderne Europese Tale Antieke Tale Sielkunde Sosiologie Filosofie Politieke Wetenskappe Historiese en Erfenisstudies  Antropologie en Argeologie Geesteswetenskappe: Administrasie Ondernemingsbestuur Eenheid vin Akademiese Geletterdheid Sentrum vir Akademiese Ontwikkelingsprogramme Sentrum vir Sake- en Professionele Etiek UP Argief Genderhulpbronsentrum Reserweruimtes Sentrum vir Inheemse Kennis,,"Senthara ya Ditirelo tsa
Badirelwa
Bomotho
Seafrikanse
Dipolelo tsa Seafrika/Maleme
a Seafrika/Maleme a
Bathobaso/Dipolela tsa
Bathobaso
Saense ya Tshedimoso
Seisemane
Modiro wa
Leago/Bodirelaago le
Bosenyi
Dipolelo tsa Sebjalebjale tsa
Yuropa/Maleme a Sebjalebjale
a Yuropa
Dipolelo tsa
Bogologolo/Maleme a
Bogologolo
Saekoloti
Sosioloti
Filosofi
Disaense tsa Polotiki
Dithuto tsa Histori le Bohwa Antropolotsi le Akhioloti
Bomotho: Taolo
Taolo ya Kgwebo
Lekala la Dithuto tsa
Tsebotlhaka
Senthara ya Mananeo a Thuto
a Tweletsopele/Kaonafatso
/Tlhabollo
Senthara ya Kgwebo le
Boitshwaro bja
Profesene/Bokgoni
Bolotadingwalwa bja UP
Senthara ya Mothopo wa Bong
Dikgoba tse di Lotilwego
Senthara ya Tsebo ya Setso"
up_glossary_campuses_and_buildings_59,Information Technology,Inligtingtegnologie,,Hatfield,Postgraduate School of Agriculture and Rural Development Statistics Informatics Computer Science Information Science Education Innovation,Hatfield,Nagraadse Skool vir Landbou en Landelike Ontwikkeling Statistiek Informatika Rekenaarwetenskap Inligtingwetenskap Onderwysinnovasie,,"Sekolo sa Dialogadigolwane
sa Temo le Tsweletsopele
/Kaonafatso/Tlhabollo ya
Dipolaseng
Dipalopalo
Tshedimoso
Saense ya Dikhomphutha
Saense ya Tshedimoso
Tsweletsopele/
Kaonafatso/Mpshafatso/
Tlhabollo ya Thuto"
up_glossary_campuses_and_buildings_60,Institute for International and Comparative Law in Africa,Instituut vir Internasionale Reg en Regsvergelyking in Afrika,,Hatfield,"Legal History, Comparative Law and Philosophy of Law Christo Coetzee museum",Hatfield,"Regsgeskiedenis, Regsvergelyking en Regsfilosofie Christo Coetzee-museum",,"Histori ya Molao, Molao wa
Papetão le Filosofi ya Molao
Museamo wa Christo Coetzee"
up_glossary_campuses_and_buildings_61,Jakaranda Informal Student Housing,Jakaranda Informele Studentebehuising,,Hatfield,Jakaranda,Hatfield,Jakaranda,,Jakaranda
up_glossary_campuses_and_buildings_62,JJ Theron Lecture Hall,JJ Theron-lesingsaal,,Hatfield,,Hatfield,,,
up_glossary_campuses_and_buildings_63,Kamma Kamma,Kamma Kamma,,Hatfield,Student Affairs,Hatfield,Studentesake,,Merero ya Baithuti
up_glossary_campuses_and_buildings_64,Kya Rosa,Kya Rosa,,Hatfield,Alumni Relations,Hatfield,Alumniverhoudinge,,"Dikamano tsa Baithuti ba
maloba"
up_glossary_campuses_and_buildings_65,Law,Regsgeleerdheid,,Hatfield,"Centre for Human Rights Law: Administration Legal History, Comparative Law and Philosophy of Law Mercantile Law Oliver R Tambo Law Library Private Law Procedural Law Public Law",Hatfield,"Sentrum vir Menseregte Regsgeleerdheid: Administrasie Regsgeskiedenis, Regsvergelyking en Regsfilosofie Handelsreg Oliver R Thambo-regsbiblioteek Privaatreg Prosesreg Publiekreg",,"Senthara ya Molao wa
Ditokelo tsa Batho: Taolo
Histori ya Molao, Molao wa
Papetão le Filosofi ya Molao
Molao wa Kgwebo
Bokgobapuku bja Molao bja
Oliver R Tambo
Molao wa Praebete
Molao wa Tshepedio
Molao wa Bohle"
up_glossary_campuses_and_buildings_66,Law Clinic,Regskliniek,,"House A, B,
C, D / Hatfield",Law Clinic,"Huis A, B,
C, D / Hatfield",Regskliniek,,Kliniki ya Molao
up_glossary_campuses_and_buildings_67,Lien and Bok Theatres,Lier- en Bokteaters,,Hatfield,Drama,Hatfield,Drama,,Terama/Tiragatio
up_glossary_campuses_and_buildings_68,Loeloeraai,Loeloeraai,,Hatfield,Student Affairs,Hatfield,Studentesake,,Merero ya Baithuti
up_glossary_campuses_and_buildings_69,Marketing Services,Bemarkingsdienste,,Hatfield,"Known as the ""Badkamer"" Building JuniorTukkie Community Engagement 'GW' Group Research Support UP Staff Association",Hatfield,"Bekend as die ""Badkamergebout JuniorTukkie Gemeenskaps-betrokkenheid GW-groep Navorsingsondersteuning UP-personeelvereniging",,"O tsebega bjalo ka Moago wa
Badkamer
JuniorTukkie
Go tsea karolo Setshabeng
Sehlopha sa 'GW'
Thekgo ya Dinyakisiso
Lekgotia/Mokgatlo la/wa
Badirisani ba UP"
up_glossary_campuses_and_buildings_70,Masker Theatre,Maskerteater,,Hatfield,Drama,Hatfield,Drama,,Terama/Tiragation
up_glossary_campuses_and_buildings_71,Mathematics,Wiskunde,,Hatfield,Insurance and Actuarial Science Mathematics and Applied Mathematics,Hatfield,Versekering en Aktuarièle Wetenskap Wiskunde en Toegepaste Wiskunde,,"Saense ya Insorense le
Akturaele
Mmetse le Mmetse wa Tiriso"
up_glossary_campuses_and_buildings_72,Meraai,Meraai,,Hatfield,Staff Houses,Hatfield,Personeelhuise,,Dintlo tsa Badirisani
up_glossary_campuses_and_buildings_73,Merensky 2 Library,Merensky 2-biblioteek,,Hatfield,Information Science Library Services,Hatfield,Inligtingkunde Biblioteekdienste,,"Saense ya Tshedimoo
Ditirelo tsa Bokgobapuku"
up_glossary_campuses_and_buildings_74,Microelectroni CS,Mikro-elektronika,,"Carl and
Emily Fuchs
Institute for
Microelectroni
cs / Hatfield","Electric, Electronic and Computer Engineering","Carl
en Emily Fuchs-
instituut vir Mikro-
elektronika / Hatfield","Elektriese, Elektroniese en Rekenaaringenieurswese",,"Boentsenere bja Khomphutha,
Mohlagase le Elektroniki"
up_glossary_campuses_and_buildings_75,Mineral Sciences,Mineraalwetenskappe,,Hatfield,Geology IMMRI  Materials Science and Metallurgical Engineering Mining Engineering,Hatfield,Geologie IMMRI Materiaalkunde en Metallurgiese Ingenieurswese Mynbou-ingenieurswese,,"Geologi
IMMRI 
Seanse ya
Dimateriale/didiriswa le
Boentsenere bja
Metaletsikhale
Boentsenere bja Meepo"
up_glossary_campuses_and_buildings_76,Monastery Hall,Kloostersaal,,Hatfield,Student Development,Hatfield,Studenteontwikkeling,,"Tsweletsopele/Kaonafatso/Tlh
abollo ya Baithuti"
up_glossary_campuses_and_buildings_77,Musaion and Amphitheatre,Musaion en Amfiteater,,Hatfield,Property Management: Theatres and Halls,Hatfield,Eiendomsbestuur: Teaters en Sale,,"Taolo ya Thoto: Ditheetha le
Diholo"
up_glossary_campuses_and_buildings_78,Musaion glass foyer,Musaion-glasfoyer,,Hatfield,,Hatfield,,,
up_glossary_campuses_and_buildings_79,Music,Musiek,,Hatfield,Music; Music Library,Hatfield,Musiek; Musiekbiblioteek,,"Mmino; Bokgobapuku bja
Mmino"
up_glossary_campuses_and_buildings_80,Natural Sciences 1,Natuurwetenskappe 1,,Hatfield,Chemistry Physics Physiology Toxicology Unit,Hatfield,Chemie Fisika Fisiologie Toksikologie-eenheid,,"Khemistri
Fisika
Fisioloti
Lekala la Thoksioloti"
up_glossary_campuses_and_buildings_81,Natural Sciences 2,Natuurwetenskappe 2,,Hatfield,Computer Service Centre Electron Microscope (Agricultural Economics) Geology Information Technology Laboratory for Microscopy and Microanalysis Mechanical and Aeronautical Engineering,Hatfield,Rekenaardienssentrum Elektronmikroskoop (Landbou- ekonomie) Geologie Inligtingtegnologie Laboratorium vir Mikroskopie en Mikroanalise Meganiese en Lugvaartkundige Ingenieurswese,,"Senthara ya Ditirelo tsa
Dikhomphutha
Maekroskopo ya Elektrone
(Diekonomi tsa Temo)
Geologi
Tshedimoo ya Theknoloti
Laporotori ya Maekroskopi le
Tlhopollo/Phetleko/Tshekatshe
ko ye nyenyane
Boentsenere bja Semotshene
le Aeronathikale"
up_glossary_campuses_and_buildings_82,Nursery School,Kleuterskool,,Hatfield,Communication Pathology,Hatfield,Kommunikasiepatologie,,Phatholoti ya Kgokagano
up_glossary_campuses_and_buildings_83,Old Agriculture,Ou Landbou,,Hatfield,Consumer Sciences Food Science,Hatfield,Verbruikerswetenskappe Voedselwetenskap,,"Disaense tsa Bareki
Saense ya Dijo"
up_glossary_campuses_and_buildings_84,Old Arts,Ou Lettere,,Hatfield,UP Archives UP Arts UP Arts Observation Conservation Facility UP Museums,Hatfield,UP Argief UP Kunste UP Kunste Voorwerpbewarings- fasiliteit UP Museums,,"Bolotadingwalwa bja UP
Bokgabo bja UP
Senolofati sa Pabalelo ya
Temogo ya Bokgabo bja UP
Dimuseamo tsa UP"
up_glossary_campuses_and_buildings_85,Old Chemistry,Ou Chemie,,Hatfield,Blue Room Campus Kiosk Information Governance Project Language Unit Quality Unit Web Office,Hatfield,Blou Kamer Kampuskiosk Inligtingbestuursprojek Taaleenheid Kwaliteitseenheid Webkantoon,,"Phaposi ye Talalerata
Kiosk ya Khamphase
Protseke ya Taolo ya
Tshedimoo
Lekala la Dipolelo/Maleme
Lekala la Boleng
Ofisi ya Wepe"
up_glossary_campuses_and_buildings_86,Old Merensky,Ou Merensky,,Hatfield,Edoardo Villa Museum and Collection Mimi Coertse Collection Van Wouw Collection,Hatfield,Edoardo Villa-museum en -versameling Mimi Coertse-versameling Van Wouw-versameling,,"Museamo wa Edoardo Villa le
Kgobokanyo/ Kgoboketo
Kgobokanyo/Kgoboketso ya
Mimi Coertse
Kgobokanyo/Kgoboketso ya
Van Wouw"
up_glossary_campuses_and_buildings_87,Op't Hoek,Op't Hoek,,Hatfield,Student Affairs,Hatfield,Studentesake,,Merero ya Baithuti
up_glossary_campuses_and_buildings_88,'Ou Kantoortjie*,Ou Kantoortjie,,Hatfield,Student Affairs,Hatfield,Studentesake,,Merero ya Baithuti
up_glossary_campuses_and_buildings_89,Plant Sciences Complex,Plantwetenskappe- kompleks,,Hatfield,Plant Science,Hatfield,Plantkunde,,Saense ya Dimela
up_glossary_campuses_and_buildings_90,'Pophuis',Pophuis,,Hatfield,Student Affairs,Hatfield,Studentesake,,Merero ya Baithuti
up_glossary_campuses_and_buildings_91,Rautenbach Hall,Rautenbachsaal,,and Aula / Hatfield,Property Management: Theatres and Halls,"en
Aula / Hatfield",Eiendomsbestuur: Teaters en Sale,,"Taolo ya Thoto: Ditheetha le
Diholo"
up_glossary_campuses_and_buildings_92,Roper Street main entrance,Roperstraat- hoofingang,,Hatfield,Security Services,Hatfield,Veiligheidsdienste,,Ditirelo tsa Tshireletso
up_glossary_campuses_and_buildings_93,Stoneman,Stoneman,,Hatfield,Geology,Hatfield,Geologie,,Geologi
up_glossary_campuses_and_buildings_94,Student Affairs,Studentesake,,Hatfield,Head: Student Affairs Student Support,Hatfield,Hoof: Studentesake Studenteondersteuning,,"Hlogo: Merero ya Baithuti
Thekgo ya Baithuti"
up_glossary_campuses_and_buildings_95,Student Centre,Studentesentrum,,Hatfield,Student Development Xerox Coffee Buzz Bookmark Bookshop Fego Takeaway restaurants,Hatfield,Studenteontwikkeling Xerox Coffee Buzz Bookmark-boekwinkel Fego Wegneemrestaurante,,"Tweletsopele/Kaonafatso/Tlh
abollo ya Baithuti
Xerox
Coffee Buzz
Lebenkele la Dipuku la
Bookmark
Fego
Restorante ya go reka wa
sepela"
up_glossary_campuses_and_buildings_96,Student Health Services,Studentegesondheidsd ienste,,Hatfield,Student Health Services,Hatfield,Studentegesondheidsdienste,,"Ditirelo tsa Maphelo tsa
Baithuti"
up_glossary_campuses_and_buildings_97,Study Centre,Studiesentrum,,Hatfield,Merensky Library,Hatfield,Merenskybiblioteek,,Bokgobapuku bja Merensky
